claim_id,evaluation_date,development_month,reserve_estimate,cumulative_paid
CLM-000697,2026-01-25,2,6610.41,6183.43
CLM-000697,2026-02-24,3,8826.32,9620.54
CLM-000697,2026-03-26,4,14324.95,12379.65
CLM-000698,2025-12-28,1,834.94,1797.84
CLM-000698,2026-01-27,2,8680.83,4134.87
CLM-000699,2025-12-29,1,336.36,0.0
CLM-000699,2026-01-28,2,2379.63,0.0
CLM-000699,2026-02-27,3,3422.7,2380.34
CLM-000699,2026-03-29,4,3621.01,3033.58
CLM-000699,2026-04-28,5,4044.25,3785.11
CLM-000699,2026-05-28,6,5150.11,4385.14
CLM-000699,2026-06-27,7,6279.49,5578.44
CLM-000699,2026-07-27,8,6792.99,5922.51
CLM-000700,2026-01-04,1,310.85,403.84
CLM-000701,2026-01-01,1,603.4,1216.53
CLM-000702,2026-01-05,1,217.95,0.0
CLM-000702,2026-02-04,2,300.23,0.0
CLM-000702,2026-03-06,3,379.64,273.18
CLM-000702,2026-04-05,4,502.75,354.05
CLM-000702,2026-05-05,5,519.66,459.77
CLM-000702,2026-06-04,6,583.63,596.5
CLM-000702,2026-07-04,7,699.66,616.15
CLM-000702,2026-08-03,8,779.96,777.03
CLM-000703,2026-01-01,1,3513.26,2944.79
CLM-000703,2026-01-31,2,4133.04,5490.47
CLM-000704,2026-01-08,1,4334.68,3064.58
CLM-000704,2026-02-07,2,8617.63,6371.85
CLM-000705,2026-01-05,1,74.05,133.55
CLM-000706,2026-01-08,1,4588.12,8674.55
CLM-000707,2026-01-14,1,102.71,191.51
CLM-000708,2026-01-26,1,738.95,1827.19
CLM-000709,2026-01-17,1,362.68,164.04
CLM-000710,2026-01-18,1,130.62,170.31
CLM-000711,2026-01-30,1,2049.9,4608.42
CLM-000711,2026-03-01,2,15248.26,9077.4
CLM-000712,2026-01-20,1,337.6,750.87
CLM-000713,2026-01-23,1,205.38,509.38
CLM-000713,2026-02-22,2,1660.01,882.04
CLM-000714,2026-01-25,1,328.6,198.32
CLM-000714,2026-02-24,2,286.33,384.02
CLM-000714,2026-03-26,3,912.62,645.77
CLM-000715,2026-02-08,1,288.96,633.29
CLM-000715,2026-03-10,2,358.61,1374.9
CLM-000716,2026-02-04,1,108.87,99.67
CLM-000717,2026-02-06,1,78.34,46.29
CLM-000718,2026-01-27,1,1778.35,1244.81
CLM-000718,2026-02-26,2,4611.81,2533.28
CLM-000719,2026-01-28,1,386.59,867.49
CLM-000720,2026-01-29,1,177.7,417.85
CLM-000721,2026-01-31,1,211.47,0.0
CLM-000721,2026-03-02,2,897.27,0.0
CLM-000721,2026-04-01,3,1933.03,1355.22
CLM-000721,2026-05-01,4,2386.48,1929.51
CLM-000721,2026-05-31,5,2981.81,2590.04
CLM-000721,2026-06-30,6,3075.93,2726.66
CLM-000721,2026-07-30,7,3697.16,3340.82
CLM-000722,2026-02-06,1,358.91,818.31
CLM-000722,2026-03-08,2,2672.65,1720.57
CLM-000723,2026-02-05,1,4097.05,2763.3
CLM-000724,2026-02-15,1,294.9,647.81
CLM-000725,2026-02-07,1,611.85,598.43
CLM-000726,2026-02-10,1,749.36,342.19
CLM-000726,2026-03-12,2,789.04,687.84
CLM-000727,2026-02-17,1,773.31,1932.66
CLM-000727,2026-03-19,2,1116.37,3771.06
CLM-000728,2026-02-17,1,269.48,642.61
CLM-000728,2026-03-19,2,2776.42,1156.03
CLM-000729,2026-02-25,1,6406.34,2344.71
CLM-000729,2026-03-27,2,2311.31,4855.11
CLM-000730,2026-02-17,1,918.55,2268.36
CLM-000731,2026-03-03,1,82.14,40.26
CLM-000731,2026-04-02,2,77.22,71.95
CLM-000731,2026-05-02,3,100.36,106.99
CLM-000732,2026-02-20,1,2553.87,1387.85
CLM-000732,2026-03-22,2,2532.73,2409.1
CLM-000733,2026-02-20,1,754.79,183.32
CLM-000733,2026-03-22,2,299.46,388.39
CLM-000734,2026-02-27,1,789.6,0.0
CLM-000734,2026-03-29,2,2112.89,0.0
CLM-000734,2026-04-28,3,7535.47,5072.18
CLM-000734,2026-05-28,4,8115.87,6998.88
CLM-000734,2026-06-27,5,11958.3,9310.1
CLM-000734,2026-07-27,6,12310.27,10196.23
CLM-000735,2026-02-24,1,2617.75,0.0
CLM-000735,2026-03-26,2,3004.69,0.0
CLM-000735,2026-04-25,3,2439.13,5803.42
CLM-000735,2026-05-25,4,10496.49,8135.56
CLM-000735,2026-06-24,5,10006.74,9388.85
CLM-000735,2026-07-24,6,13788.09,11656.39
CLM-000736,2026-02-23,1,277.06,391.4
CLM-000737,2026-03-02,1,795.08,1771.13
CLM-000737,2026-04-01,2,8411.04,3485.49
CLM-000738,2026-03-13,1,559.44,181.27
CLM-000738,2026-04-12,2,437.33,386.02
CLM-000739,2026-03-06,1,12917.84,6506.01
CLM-000740,2026-03-05,1,219.02,429.1
CLM-000740,2026-04-04,2,309.87,952.1
CLM-000740,2026-05-04,3,1551.62,1456.26
CLM-000741,2026-03-09,1,2562.57,980.13
CLM-000742,2026-03-12,1,676.92,0.0
CLM-000742,2026-04-11,2,126.73,0.0
CLM-000742,2026-05-11,3,1103.96,927.88
CLM-000742,2026-06-10,4,1309.83,1101.84
CLM-000742,2026-07-10,5,1850.39,1535.02
CLM-000742,2026-08-09,6,1785.87,1714.71
CLM-000743,2026-03-12,1,399.64,488.52
CLM-000744,2026-03-09,1,140.58,301.91
CLM-000745,2026-03-14,1,125.13,301.68
CLM-000746,2026-03-21,1,95.81,207.08
CLM-000747,2026-03-24,1,464.01,1121.45
CLM-000748,2026-03-23,1,215.91,230.51
CLM-000749,2026-03-25,1,1668.73,1498.48
CLM-000750,2026-03-24,1,1253.61,1249.49
CLM-000750,2026-04-23,2,2970.33,2491.18
CLM-000750,2026-05-23,3,4370.91,3667.12
CLM-000751,2026-03-27,1,348.44,862.06
CLM-000752,2026-03-27,1,13635.96,5450.32
CLM-000753,2026-04-02,1,23.64,30.31
CLM-000753,2026-05-02,2,141.08,64.21
CLM-000754,2026-04-03,1,559.98,613.97
CLM-000754,2026-05-03,2,1722.22,1242.67
CLM-000754,2026-06-02,3,2795.87,1958.71
CLM-000755,2026-03-26,1,1854.9,4031.89
CLM-000756,2026-03-28,1,5095.08,4453.26
CLM-000757,2026-04-03,1,621.36,710.38
CLM-000758,2026-04-05,1,3486.37,2876.39
CLM-000759,2026-04-01,1,412.92,987.86
CLM-000760,2026-04-01,1,776.32,293.19
CLM-000761,2026-04-05,1,8965.36,3146.6
CLM-000761,2026-05-05,2,16273.88,6263.25
CLM-000762,2026-04-05,1,3971.85,2462.77
CLM-000762,2026-05-05,2,7439.09,5091.39
CLM-000762,2026-06-04,3,8823.68,7445.55
CLM-000762,2026-07-04,4,10205.33,10646.29
CLM-000763,2026-04-08,1,3512.79,779.24
CLM-000764,2026-04-18,1,2352.29,1298.74
CLM-000765,2026-04-13,1,94.69,208.17
CLM-000765,2026-05-13,2,94.69,459.22
CLM-000766,2026-04-22,1,8240.57,16639.03
CLM-000767,2026-04-25,1,2945.09,1458.56
CLM-000768,2026-04-24,1,1438.46,1046.88
CLM-000768,2026-05-24,2,987.12,2068.65
CLM-000769,2026-04-26,1,833.83,252.69
CLM-000769,2026-05-26,2,177.11,530.53
CLM-000770,2026-04-27,1,852.47,368.54
CLM-000770,2026-05-27,2,1591.0,766.42
CLM-000771,2026-05-05,1,868.27,2125.71
CLM-000772,2026-04-28,1,58.73,137.91
CLM-000772,2026-05-28,2,181.19,261.33
CLM-000773,2026-05-02,1,4284.82,2006.95
CLM-000774,2026-04-30,1,12653.28,4484.24
CLM-000775,2026-04-29,1,604.77,663.69
CLM-000775,2026-05-29,2,997.49,1494.64
CLM-000776,2026-05-01,1,540.31,687.82
CLM-000776,2026-05-31,2,2359.23,1457.17
CLM-000777,2026-05-03,1,112.27,278.09
CLM-000777,2026-06-02,2,860.57,526.51
CLM-000778,2026-05-06,1,855.94,544.9
CLM-000779,2026-05-03,1,1166.77,2492.25
CLM-000780,2026-05-03,1,1576.19,3353.81
CLM-000781,2026-05-04,1,223.55,520.92
CLM-000782,2026-05-09,1,479.15,760.68
CLM-000783,2026-06-01,1,1597.04,652.69
CLM-000784,2026-05-08,1,490.35,288.35
CLM-000784,2026-06-07,2,481.89,553.0
CLM-000785,2026-05-18,1,274.34,612.04
CLM-000786,2026-05-12,1,1203.61,647.67
CLM-000786,2026-06-11,2,807.11,1275.43
CLM-000787,2026-05-16,1,203.14,483.83
CLM-000788,2026-05-15,1,258.37,431.85
CLM-000789,2026-05-15,1,752.75,1748.74
CLM-000789,2026-06-14,2,6984.93,3434.08
CLM-000790,2026-05-13,1,776.46,252.25
CLM-000790,2026-06-12,2,277.21,476.07
CLM-000791,2026-05-16,1,129.89,294.68
CLM-000791,2026-06-15,2,749.85,578.31
CLM-000792,2026-05-21,1,997.34,1178.9
CLM-000793,2026-05-24,1,14666.48,5072.26
CLM-000793,2026-06-23,2,11734.53,9273.96
CLM-000794,2026-05-26,1,95.95,218.94
CLM-000795,2026-05-24,1,798.91,379.22
CLM-000795,2026-06-23,2,1283.49,726.48
CLM-000795,2026-07-23,3,1110.06,1131.62
CLM-000796,2026-05-28,1,151.54,367.24
CLM-000797,2026-05-31,1,1662.96,571.28
CLM-000798,2026-06-04,1,292.11,523.66
CLM-000799,2026-06-03,1,480.34,246.16
CLM-000800,2026-06-04,1,221.01,329.04
CLM-000800,2026-07-04,2,1140.96,642.76
CLM-000801,2026-06-08,1,753.61,859.44
CLM-000802,2026-06-04,1,756.98,1828.5
CLM-000802,2026-07-04,2,1162.5,3632.14
CLM-000803,2026-06-06,1,1205.23,1423.88
CLM-000804,2026-06-05,1,1613.03,1604.52
CLM-000805,2026-06-08,1,279.93,609.39
CLM-000806,2026-06-09,1,981.74,379.08
CLM-000807,2026-06-13,1,398.97,872.79
CLM-000807,2026-07-13,2,3164.3,1808.04
CLM-000808,2026-06-13,1,70.66,155.6
CLM-000809,2026-06-14,1,1033.4,366.09
CLM-000809,2026-07-14,2,1325.98,820.9
CLM-000810,2026-06-17,1,704.57,0.0
CLM-000810,2026-07-17,2,1113.78,0.0
CLM-000810,2026-08-16,3,1291.23,1310.55
CLM-000811,2026-06-18,1,2286.6,1301.38
CLM-000812,2026-06-17,1,22427.8,0.0
CLM-000812,2026-07-17,2,28118.22,0.0
CLM-000812,2026-08-16,3,14620.64,23388.15
CLM-000813,2026-06-17,1,450.86,553.57
CLM-000813,2026-07-17,2,1141.77,1217.96
CLM-000814,2026-06-19,1,54.93,47.48
CLM-000815,2026-06-17,1,142.83,318.53
CLM-000815,2026-07-17,2,555.36,692.42
CLM-000816,2026-06-28,1,83.9,187.42
CLM-000817,2026-06-26,1,2371.45,805.28
CLM-000817,2026-07-26,2,2702.4,1729.09
CLM-000818,2026-06-27,1,489.31,1093.72
CLM-000819,2026-06-21,1,909.59,0.0
CLM-000819,2026-07-21,2,1842.63,0.0
CLM-000820,2026-06-26,1,468.27,376.74
CLM-000820,2026-07-26,2,964.83,786.11
CLM-000821,2026-06-30,1,225.79,526.54
CLM-000822,2026-07-03,1,743.7,1618.93
CLM-000823,2026-06-28,1,1794.02,603.29
CLM-000824,2026-07-03,1,113.1,0.0
CLM-000824,2026-08-02,2,896.96,0.0
CLM-000825,2026-06-30,1,2971.57,863.59
CLM-000825,2026-07-30,2,1333.11,1697.43
CLM-000826,2026-07-07,1,398.48,0.0
CLM-000826,2026-08-06,2,2191.56,0.0
CLM-000827,2026-07-04,1,469.05,0.0
CLM-000827,2026-08-03,2,984.06,0.0
CLM-000828,2026-07-06,1,931.06,530.77
CLM-000828,2026-08-05,2,942.4,1062.77
CLM-000829,2026-07-07,1,462.99,0.0
CLM-000829,2026-08-06,2,100.8,0.0
CLM-000830,2026-07-07,1,654.22,917.03
CLM-000830,2026-08-06,2,2112.53,1759.67
CLM-000831,2026-07-10,1,502.06,0.0
CLM-000831,2026-08-09,2,3830.97,0.0
CLM-000832,2026-07-14,1,3917.8,2094.71
CLM-000833,2026-07-11,1,4661.07,1579.74
CLM-000834,2026-07-11,1,12321.79,10724.07
CLM-000835,2026-07-17,1,4115.68,2342.04
CLM-000836,2026-07-22,1,2990.5,0.0
CLM-000837,2026-07-15,1,1090.69,0.0
CLM-000837,2026-08-14,2,1253.07,0.0
CLM-000838,2026-07-22,1,72.24,0.0
CLM-000839,2026-07-16,1,217.13,499.83
CLM-000839,2026-08-15,2,622.24,997.82
CLM-000840,2026-07-29,1,67.39,27.31
CLM-000841,2026-07-17,1,199.76,0.0
CLM-000841,2026-08-16,2,359.65,0.0
CLM-000842,2026-08-01,1,2298.82,1106.53
CLM-000843,2026-07-22,1,1430.69,0.0
CLM-000844,2026-07-29,1,1577.89,569.89
CLM-000845,2026-07-25,1,607.73,0.0
CLM-000846,2026-07-30,1,632.4,596.58
CLM-000847,2026-07-26,1,958.54,688.42
CLM-000848,2026-07-31,1,1257.44,0.0
CLM-000849,2026-08-01,1,508.41,623.72
CLM-000850,2026-08-03,1,73.08,38.14
CLM-000851,2026-08-04,1,53.23,0.0
CLM-000852,2026-08-06,1,959.15,2346.1
CLM-000853,2026-08-06,1,1257.78,1017.71
CLM-000854,2026-08-10,1,6519.96,0.0
CLM-000855,2026-08-13,1,476.81,0.0
CLM-000856,2026-08-13,1,167.68,376.38
CLM-000857,2026-08-16,1,2589.4,0.0
CLM-000858,2026-08-12,1,72.62,0.0
CLM-000860,2026-08-15,1,172.63,347.48
CLM-000861,2026-08-17,1,884.08,0.0
CLM-000862,2026-08-16,1,1520.52,0.0
CLM-000916,2026-08-17,1,3111.81,0.0
CLM-000949,2026-08-17,1,325413.92,0.0
CLM-001026,2026-08-17,1,3795.4,0.0
CLM-001061,2026-08-17,1,1763.4,4199.33
CLM-001070,2026-08-17,1,4603.23,0.0
CLM-001103,2026-08-17,1,13853.45,0.0
CLM-001282,2026-08-17,1,2960.23,0.0
CLM-001342,2026-08-17,1,2398.11,0.0
CLM-001370,2026-08-17,1,989.7,0.0
CLM-001424,2026-08-17,1,10853.46,0.0
CLM-001467,2026-08-17,1,8324.06,8269.92
CLM-001470,2026-08-17,1,3112.64,0.0
CLM-001493,2026-08-17,1,4267.34,0.0
CLM-001501,2026-08-17,1,1182.04,0.0
CLM-001637,2026-08-17,1,4427.97,0.0
CLM-001722,2026-08-17,1,5531.18,0.0
CLM-001908,2026-08-17,1,9437.35,0.0
CLM-001920,2026-08-17,1,958.64,0.0
CLM-001945,2026-08-17,1,9422.68,0.0
CLM-001984,2026-08-17,1,1447.92,0.0
CLM-001999,2026-08-17,1,9414.64,0.0
CLM-002037,2026-08-17,1,20904.84,0.0
CLM-002068,2026-08-17,1,26263.82,0.0
CLM-002085,2026-08-17,1,5120.95,0.0
CLM-002186,2026-08-17,1,15923.6,0.0
CLM-002209,2026-08-17,1,7360.78,0.0
CLM-002228,2026-08-17,1,8766.61,0.0
CLM-002291,2026-08-17,1,1991.83,0.0
CLM-002349,2026-08-17,1,8384.66,0.0
CLM-002364,2026-08-17,1,37160.71,0.0
CLM-002386,2026-08-17,1,334380.61,0.0
CLM-002416,2026-08-17,1,8337.0,0.0
CLM-002458,2026-08-17,1,1240.27,0.0
CLM-002470,2026-08-17,1,2471.58,0.0
CLM-002473,2026-08-17,1,1561.26,0.0
CLM-002495,2026-08-17,1,11732.65,25902.39
CLM-002569,2026-08-17,1,14439.67,0.0
CLM-002606,2026-08-17,1,3108.05,0.0
CLM-002609,2026-08-17,1,434.83,0.0
CLM-002704,2026-08-17,1,2820.48,0.0
CLM-002707,2026-08-17,1,4195.72,0.0
CLM-002715,2026-08-17,1,10079.08,0.0
CLM-002853,2026-08-17,1,13668.57,0.0
