claim_id,repair_category,estimated_cost,actual_cost,cost_date
CLM-002051,Water Mitigation,10336.84,,
CLM-002052,Water Mitigation,2738.9,,
CLM-002052,Structural,6735.69,,
CLM-002053,Exterior/Siding,55497.12,,
CLM-002054,Water Mitigation,42498.6,,
CLM-002055,Contents,3094.52,3090.46,2026-08-04
CLM-002055,Roof,3398.56,3620.54,2026-08-04
CLM-002055,Structural,8287.72,8797.88,2026-08-04
CLM-002056,Water Mitigation,25123.75,,
CLM-002057,Structural,61831.91,,
CLM-002058,Contents,5921.55,,
CLM-002058,Structural,11362.82,,
CLM-002059,Contents,48798.25,,
CLM-002060,Water Mitigation,6414.33,,
CLM-002061,Structural,10309.78,,
CLM-002061,Exterior/Siding,21185.28,,
CLM-002061,Roof,35611.49,,
CLM-002062,Structural,7958.21,,
CLM-002062,Contents,7419.77,,
CLM-002062,Water Mitigation,18496.81,,
CLM-002063,Water Mitigation,38000.67,,
CLM-002063,Structural,93148.08,,
CLM-002064,Water Mitigation,8574.15,,
CLM-002064,Roof,16843.31,,
CLM-002065,Structural,38881.2,,
CLM-002066,Structural,25199.13,,
CLM-002067,Structural,8738.63,,
CLM-002067,Exterior/Siding,17716.4,,
CLM-002068,Exterior/Siding,61437.25,,
CLM-002068,Water Mitigation,89514.06,,
CLM-002068,Contents,139422.34,,
CLM-002069,Structural,83229.03,,
CLM-002070,Exterior/Siding,178110.97,,
CLM-002071,Structural,7655.72,,
CLM-002071,Water Mitigation,10849.19,,
CLM-002072,Roof,5423.41,,
CLM-002072,Exterior/Siding,13750.79,,
CLM-002073,Structural,27923.42,,
CLM-002074,Contents,33878.71,,
CLM-002074,Structural,60857.84,,
CLM-002075,Structural,221249.41,,
CLM-002076,Structural,17691.6,,
CLM-002077,Water Mitigation,8287.03,,
CLM-002078,Structural,122160.12,,
CLM-002078,Roof,331381.55,,
CLM-002079,Contents,9543.21,,
CLM-002080,Contents,146626.71,,
CLM-002081,Exterior/Siding,4695.43,,
CLM-002082,Roof,16982.24,18679.11,2026-07-26
CLM-002082,Structural,29527.99,28608.16,2026-07-26
CLM-002083,Structural,15160.06,,
CLM-002083,Roof,26520.06,,
CLM-002084,Contents,10547.83,,
CLM-002084,Water Mitigation,17038.41,,
CLM-002085,Water Mitigation,20360.52,,
CLM-002086,Roof,3691.79,,
CLM-002086,Structural,6390.79,,
CLM-002086,Water Mitigation,12083.52,,
CLM-002087,Structural,1953.43,,
CLM-002087,Exterior/Siding,3206.33,,
CLM-002087,Contents,7132.77,,
CLM-002088,Exterior/Siding,27539.69,,
CLM-002089,Roof,16640.7,,
CLM-002089,Contents,33319.83,,
CLM-002090,Roof,14603.02,,
CLM-002090,Contents,26333.18,,
CLM-002091,Structural,293795.32,,
CLM-002092,Exterior/Siding,32625.95,,
CLM-002092,Water Mitigation,91921.63,,
CLM-002093,Water Mitigation,94949.48,95661.32,2026-08-17
CLM-002093,Roof,206628.54,207031.06,2026-08-17
CLM-002094,Exterior/Siding,28496.7,,
CLM-002095,Water Mitigation,45005.75,,
CLM-002096,Structural,23120.79,,
CLM-002097,Roof,9990.95,,
CLM-002098,Contents,30728.33,,
CLM-002098,Structural,54064.06,,
CLM-002099,Roof,17856.59,,
CLM-002100,Water Mitigation,34312.38,,
CLM-002101,Roof,67230.15,,
CLM-002101,Water Mitigation,89715.89,,
CLM-002102,Exterior/Siding,9560.43,8668.03,2026-08-11
CLM-002102,Water Mitigation,17492.1,19218.29,2026-08-11
CLM-002102,Contents,28390.93,33086.0,2026-08-11
CLM-002103,Water Mitigation,43386.44,,
CLM-002103,Roof,83649.28,,
CLM-002104,Exterior/Siding,26211.91,,
CLM-002105,Contents,49053.47,,
CLM-002106,Contents,23994.97,,
CLM-002106,Exterior/Siding,48027.42,,
CLM-002106,Water Mitigation,77571.94,,
CLM-002107,Roof,273293.83,,
CLM-002108,Water Mitigation,5527.18,,
CLM-002109,Contents,102869.33,,
CLM-002110,Contents,22941.57,,
CLM-002111,Structural,151541.77,,
CLM-002112,Water Mitigation,12805.54,,
CLM-002113,Water Mitigation,27296.28,,
CLM-002113,Structural,34696.37,,
CLM-002113,Roof,82407.19,,
CLM-002114,Exterior/Siding,83539.87,,
CLM-002114,Water Mitigation,118123.47,,
CLM-002115,Structural,146959.71,,
CLM-002116,Structural,19214.02,,
CLM-002116,Roof,29164.87,,
CLM-002117,Exterior/Siding,10640.93,,
CLM-002118,Water Mitigation,21047.21,,
CLM-002119,Contents,21064.86,,
CLM-002119,Exterior/Siding,48827.78,,
CLM-002120,Roof,18488.22,,
CLM-002120,Water Mitigation,58689.05,,
CLM-002121,Water Mitigation,72598.65,,
CLM-002121,Structural,142021.71,,
CLM-002122,Contents,24333.54,,
CLM-002122,Water Mitigation,43107.33,,
CLM-002122,Structural,96858.29,,
CLM-002123,Water Mitigation,9205.6,,
CLM-002124,Exterior/Siding,50301.33,,
CLM-002125,Exterior/Siding,59668.14,,
CLM-002126,Exterior/Siding,2211.97,,
CLM-002126,Contents,2482.73,,
CLM-002126,Structural,6007.67,,
CLM-002127,Exterior/Siding,10821.53,,
CLM-002127,Structural,36520.88,,
CLM-002128,Roof,75653.9,,
CLM-002129,Contents,1299.06,,
CLM-002130,Structural,10511.84,,
CLM-002130,Water Mitigation,23721.08,,
CLM-002131,Structural,8130.44,,
CLM-002132,Contents,10385.35,,
CLM-002132,Structural,11175.31,,
CLM-002132,Roof,27313.6,,
CLM-002133,Roof,658195.47,,
CLM-002134,Water Mitigation,307633.92,,
CLM-002135,Exterior/Siding,26986.15,,
CLM-002135,Water Mitigation,47475.49,,
CLM-002136,Roof,100792.39,,
CLM-002137,Water Mitigation,178043.71,,
CLM-002138,Water Mitigation,22599.24,,
CLM-002139,Roof,4882.95,,
CLM-002139,Contents,11018.44,,
CLM-002139,Structural,26236.11,,
CLM-002140,Exterior/Siding,10188.54,,
CLM-002140,Roof,26228.8,,
CLM-002141,Contents,37327.0,,
CLM-002142,Exterior/Siding,9013.55,,
CLM-002142,Roof,22841.17,,
CLM-002143,Structural,122676.82,129007.56,2026-08-07
CLM-002144,Roof,4333.76,4452.45,2026-08-17
CLM-002144,Exterior/Siding,7097.56,6351.55,2026-08-17
CLM-002144,Structural,9347.46,8347.29,2026-08-17
CLM-002145,Contents,17246.54,,
CLM-002146,Structural,4041.32,,
CLM-002146,Roof,9661.21,,
CLM-002147,Contents,72715.86,,
CLM-002147,Exterior/Siding,196137.21,,
CLM-002148,Exterior/Siding,135664.02,,
CLM-002148,Contents,221979.26,,
CLM-002149,Contents,21257.89,,
CLM-002149,Roof,38171.47,,
CLM-002150,Roof,61408.83,,
CLM-002151,Exterior/Siding,56379.82,,
CLM-002152,Structural,46735.9,,
CLM-002152,Exterior/Siding,88572.09,,
CLM-002152,Contents,184615.41,,
CLM-002153,Structural,13022.63,,
CLM-002153,Water Mitigation,23718.38,,
CLM-002154,Contents,59941.12,,
CLM-002155,Structural,7681.85,,
CLM-002155,Exterior/Siding,15698.58,,
CLM-002156,Contents,44038.94,,
CLM-002156,Exterior/Siding,132802.63,,
CLM-002157,Water Mitigation,19028.82,,
CLM-002157,Exterior/Siding,37265.46,,
CLM-002158,Water Mitigation,24447.93,,
CLM-002158,Structural,61487.6,,
CLM-002159,Structural,6387.43,,
CLM-002160,Water Mitigation,33091.96,,
CLM-002161,Water Mitigation,27413.23,,
CLM-002162,Water Mitigation,51789.16,,
CLM-002162,Roof,157870.51,,
CLM-002163,Contents,36433.87,,
CLM-002163,Structural,57091.61,,
CLM-002164,Exterior/Siding,2467.97,,
CLM-002164,Structural,2905.64,,
CLM-002164,Roof,4853.23,,
CLM-002165,Contents,29629.77,,
CLM-002165,Exterior/Siding,40371.73,,
CLM-002165,Water Mitigation,64326.43,,
CLM-002166,Water Mitigation,3314.41,,
CLM-002167,Roof,24527.93,,
CLM-002167,Exterior/Siding,61796.47,,
CLM-002168,Exterior/Siding,41822.8,,
CLM-002169,Structural,471499.38,,
CLM-002170,Water Mitigation,6041.43,,
CLM-002170,Exterior/Siding,8332.27,,
CLM-002170,Roof,22958.11,,
CLM-002171,Exterior/Siding,19710.88,,
CLM-002172,Roof,17770.67,,
CLM-002172,Contents,34387.46,,
CLM-002172,Exterior/Siding,48004.48,,
CLM-002173,Water Mitigation,40627.35,,
CLM-002173,Roof,73134.07,,
CLM-002173,Contents,158806.59,,
CLM-002174,Contents,2487.12,,
CLM-002174,Water Mitigation,4807.34,,
CLM-002174,Structural,9600.55,,
CLM-002175,Exterior/Siding,10243.49,,
CLM-002176,Contents,135176.32,,
CLM-002177,Water Mitigation,27154.39,,
CLM-002178,Roof,15598.01,,
CLM-002179,Contents,85513.16,,
CLM-002180,Contents,18504.07,,
CLM-002180,Water Mitigation,28477.92,,
CLM-002180,Exterior/Siding,81114.72,,
CLM-002181,Exterior/Siding,4989.62,,
CLM-002181,Structural,12359.97,,
CLM-002181,Contents,14492.17,,
CLM-002182,Water Mitigation,10408.33,,
CLM-002182,Exterior/Siding,10677.22,,
CLM-002182,Roof,27542.53,,
CLM-002183,Water Mitigation,6661.54,,
CLM-002183,Roof,10881.2,,
CLM-002184,Exterior/Siding,8452.38,,
CLM-002184,Water Mitigation,11086.42,,
CLM-002184,Roof,27054.94,,
CLM-002185,Structural,865.84,,
CLM-002185,Contents,1009.27,,
CLM-002185,Exterior/Siding,1882.81,,
CLM-002186,Contents,123416.74,,
CLM-002186,Structural,350585.7,,
CLM-002187,Exterior/Siding,10798.71,,
CLM-002187,Contents,24790.28,,
CLM-002188,Water Mitigation,52047.46,,
CLM-002189,Contents,11962.6,,
CLM-002190,Roof,284490.17,,
CLM-002190,Water Mitigation,860405.79,,
CLM-002191,Exterior/Siding,5504.37,,
CLM-002192,Water Mitigation,4774.07,,
CLM-002192,Structural,8120.78,,
CLM-002192,Roof,15834.34,,
CLM-002193,Contents,23302.47,,
CLM-002193,Water Mitigation,38482.81,,
CLM-002193,Roof,71822.41,,
CLM-002194,Exterior/Siding,54047.25,,
CLM-002195,Exterior/Siding,29422.47,,
CLM-002195,Contents,39376.76,,
CLM-002196,Contents,19701.31,,
CLM-002196,Water Mitigation,23348.38,,
CLM-002196,Structural,56620.98,,
CLM-002197,Water Mitigation,32045.54,,
CLM-002197,Structural,57671.09,,
CLM-002198,Exterior/Siding,123544.88,,
CLM-002199,Roof,50946.54,,
CLM-002200,Structural,20859.71,,
CLM-002200,Roof,19392.38,,
CLM-002200,Exterior/Siding,70252.18,,
CLM-002201,Contents,64587.1,,
CLM-002201,Water Mitigation,97007.22,,
CLM-002202,Contents,213635.0,,
CLM-002203,Structural,32766.29,,
CLM-002203,Exterior/Siding,101601.52,,
CLM-002204,Water Mitigation,42471.27,,
CLM-002205,Contents,1073144.8,,
CLM-002206,Roof,40555.31,,
CLM-002206,Contents,59359.14,,
CLM-002206,Water Mitigation,125596.13,,
CLM-002207,Contents,83995.37,,
CLM-002208,Exterior/Siding,103003.14,,
CLM-002209,Exterior/Siding,8223.61,,
CLM-002209,Roof,16659.73,,
CLM-002210,Water Mitigation,257887.69,,
CLM-002211,Exterior/Siding,62089.42,,
CLM-002212,Structural,37566.2,,
CLM-002212,Contents,55494.04,,
CLM-002213,Roof,1090.71,1137.03,2026-08-16
CLM-002213,Exterior/Siding,2289.46,2399.67,2026-08-16
CLM-002213,Contents,4730.72,4769.06,2026-08-16
CLM-002214,Water Mitigation,5157.66,,
CLM-002214,Roof,12465.12,,
CLM-002214,Exterior/Siding,16967.85,,
CLM-002215,Structural,12418.93,,
CLM-002215,Roof,26509.24,,
CLM-002216,Structural,21086.88,,
CLM-002217,Structural,54336.54,61241.65,2026-08-10
CLM-002218,Roof,16020.21,,
CLM-002219,Roof,41079.84,,
CLM-002219,Exterior/Siding,60104.33,,
CLM-002219,Contents,132497.99,,
CLM-002220,Structural,44637.84,,
CLM-002221,Contents,6370.9,,
CLM-002221,Roof,10409.11,,
CLM-002222,Water Mitigation,5900.8,,
CLM-002222,Structural,6765.67,,
CLM-002222,Roof,17804.63,,
CLM-002223,Roof,115736.38,,
CLM-002224,Exterior/Siding,27396.11,,
CLM-002224,Structural,42532.63,,
CLM-002224,Water Mitigation,124749.67,,
CLM-002225,Water Mitigation,23380.55,,
CLM-002226,Roof,61625.39,,
CLM-002227,Water Mitigation,33414.21,,
CLM-002228,Structural,64710.33,,
CLM-002228,Roof,169093.34,,
CLM-002229,Water Mitigation,77922.61,,
CLM-002229,Contents,131017.54,,
CLM-002230,Exterior/Siding,14256.55,,
CLM-002231,Contents,89988.95,,
CLM-002231,Water Mitigation,199368.75,,
CLM-002232,Roof,3659.33,,
CLM-002232,Structural,9996.37,,
CLM-002233,Exterior/Siding,121438.17,,
CLM-002234,Exterior/Siding,8201.52,,
CLM-002235,Roof,39951.39,,
CLM-002236,Water Mitigation,109212.04,,
CLM-002237,Contents,159102.01,,
CLM-002237,Water Mitigation,214188.18,,
CLM-002238,Water Mitigation,72050.05,,
CLM-002238,Roof,203277.45,,
CLM-002239,Roof,43562.75,,
CLM-002240,Water Mitigation,38489.42,,
CLM-002241,Water Mitigation,49251.92,,
CLM-002241,Structural,71819.83,,
CLM-002242,Contents,72063.28,,
CLM-002243,Structural,559905.73,,
CLM-002244,Structural,77093.47,,
CLM-002245,Contents,14885.38,,
CLM-002246,Roof,35751.45,,
CLM-002247,Roof,7005.59,,
CLM-002247,Structural,16673.17,,
CLM-002248,Contents,14623.94,,
CLM-002249,Structural,28017.9,,
CLM-002250,Water Mitigation,61191.98,,
CLM-002251,Exterior/Siding,79177.46,,
CLM-002252,Contents,399360.25,,
CLM-002253,Water Mitigation,30628.08,,
CLM-002254,Roof,13653.2,,
CLM-002255,Structural,11061.82,,
CLM-002255,Exterior/Siding,38478.3,,
CLM-002256,Roof,41240.52,,
CLM-002257,Roof,56282.82,,
CLM-002257,Contents,84694.4,,
CLM-002258,Contents,17636.1,,
CLM-002259,Water Mitigation,23250.34,,
CLM-002260,Contents,5218.45,,
CLM-002260,Structural,8410.0,,
CLM-002261,Exterior/Siding,6781.37,,
CLM-002261,Roof,16452.61,,
CLM-002261,Water Mitigation,22651.83,,
CLM-002262,Contents,6923.52,,
CLM-002262,Exterior/Siding,8088.33,,
CLM-002262,Roof,21959.91,,
CLM-002263,Roof,228568.78,,
CLM-002264,Roof,13993.78,,
CLM-002264,Exterior/Siding,18140.78,,
CLM-002265,Contents,68075.39,,
CLM-002266,Roof,66681.76,,
CLM-002267,Contents,7207.57,,
CLM-002267,Structural,13492.01,,
CLM-002268,Structural,4772.95,,
CLM-002268,Exterior/Siding,13366.92,,
CLM-002269,Exterior/Siding,13954.84,,
CLM-002270,Exterior/Siding,39009.56,,
CLM-002270,Contents,54024.29,,
CLM-002271,Structural,27436.25,,
CLM-002272,Water Mitigation,25439.07,,
CLM-002273,Exterior/Siding,37286.17,,
CLM-002274,Exterior/Siding,4492.67,,
CLM-002274,Roof,10880.54,,
CLM-002275,Structural,24039.0,23661.07,2026-08-12
CLM-002275,Contents,53507.91,52905.88,2026-08-12
CLM-002276,Contents,164159.28,,
CLM-002277,Contents,76569.86,,
CLM-002278,Contents,137196.68,,
CLM-002278,Roof,194217.87,,
CLM-002279,Structural,35366.05,,
CLM-002280,Water Mitigation,274964.24,,
CLM-002281,Roof,8958.56,,
CLM-002282,Roof,46395.74,52544.98,2026-08-17
CLM-002282,Water Mitigation,86740.22,99966.9,2026-08-17
CLM-002283,Contents,30758.3,,
CLM-002284,Contents,14844.89,,
CLM-002284,Exterior/Siding,21610.31,,
CLM-002284,Structural,46875.25,,
CLM-002285,Structural,25352.0,,
CLM-002286,Structural,21057.5,,
CLM-002286,Contents,50825.62,,
CLM-002287,Roof,71558.55,,
CLM-002288,Contents,11155.87,,
CLM-002288,Exterior/Siding,22752.38,,
CLM-002289,Contents,1257.15,,
CLM-002289,Roof,3066.32,,
CLM-002290,Structural,8059.97,,
CLM-002290,Roof,16655.97,,
CLM-002291,Structural,47781.04,,
CLM-002292,Exterior/Siding,13978.9,14733.09,2026-08-11
CLM-002292,Roof,26320.08,23618.32,2026-08-11
CLM-002293,Contents,163378.03,,
CLM-002293,Exterior/Siding,273740.51,,
CLM-002294,Roof,28498.45,,
CLM-002295,Roof,3197.86,,
CLM-002296,Contents,35028.98,,
CLM-002297,Contents,102229.61,,
CLM-002298,Water Mitigation,26255.94,,
CLM-002298,Contents,33449.73,,
CLM-002299,Roof,14875.6,,
CLM-002300,Exterior/Siding,5452.33,,
CLM-002300,Water Mitigation,12156.09,,
CLM-002301,Exterior/Siding,16508.95,,
CLM-002302,Structural,13375.84,,
CLM-002302,Exterior/Siding,23653.44,,
CLM-002302,Contents,42886.14,,
CLM-002303,Roof,62330.01,,
CLM-002304,Exterior/Siding,9441.5,,
CLM-002304,Structural,20041.5,,
CLM-002305,Exterior/Siding,22838.31,,
CLM-002306,Contents,18064.71,,
CLM-002306,Roof,34302.11,,
CLM-002306,Exterior/Siding,86743.05,,
CLM-002307,Roof,21054.6,,
CLM-002307,Contents,29566.7,,
CLM-002308,Contents,39139.51,,
CLM-002309,Exterior/Siding,182841.67,,
CLM-002310,Contents,8475.16,,
CLM-002310,Roof,15807.18,,
CLM-002311,Exterior/Siding,25290.94,,
CLM-002311,Contents,43254.97,,
CLM-002312,Contents,20786.41,,
CLM-002313,Structural,10445.07,,
CLM-002313,Roof,19434.55,,
CLM-002313,Water Mitigation,25589.58,,
CLM-002314,Structural,51246.13,,
CLM-002314,Water Mitigation,123232.62,,
CLM-002315,Structural,61928.09,,
CLM-002316,Structural,37823.67,,
CLM-002317,Structural,15918.08,,
CLM-002317,Water Mitigation,18178.09,,
CLM-002317,Roof,32131.82,,
CLM-002318,Structural,14322.76,,
CLM-002318,Water Mitigation,23206.85,,
CLM-002319,Exterior/Siding,53061.43,,
CLM-002320,Structural,19457.96,,
CLM-002321,Water Mitigation,3653.15,,
CLM-002321,Exterior/Siding,11389.86,,
CLM-002322,Contents,218472.03,,
CLM-002323,Water Mitigation,1714.42,,
CLM-002323,Contents,2986.73,,
CLM-002323,Roof,7243.34,,
CLM-002324,Water Mitigation,16114.51,18247.03,2026-07-21
CLM-002324,Roof,36722.63,43009.83,2026-07-21
CLM-002324,Structural,67682.61,78751.63,2026-07-21
CLM-002325,Exterior/Siding,24936.34,,
CLM-002326,Roof,3082.89,,
CLM-002326,Exterior/Siding,7262.64,,
CLM-002327,Roof,80127.65,,
CLM-002328,Roof,100591.77,,
CLM-002329,Structural,11474.68,,
CLM-002329,Roof,19473.85,,
CLM-002330,Water Mitigation,15930.53,,
CLM-002330,Roof,31560.07,,
CLM-002331,Water Mitigation,15651.45,,
CLM-002331,Exterior/Siding,25048.03,,
CLM-002332,Structural,38358.0,,
CLM-002333,Exterior/Siding,28507.97,,
CLM-002334,Water Mitigation,34779.14,,
CLM-002335,Contents,10490.22,,
CLM-002335,Roof,20078.02,,
CLM-002336,Roof,25887.34,27861.88,2026-08-16
CLM-002336,Exterior/Siding,82443.91,93553.19,2026-08-16
CLM-002337,Exterior/Siding,246038.15,,
CLM-002337,Structural,503740.45,,
CLM-002337,Contents,798010.73,,
CLM-002338,Water Mitigation,20869.42,21145.38,2026-08-14
CLM-002339,Structural,16561.76,,
CLM-002339,Roof,23662.62,,
CLM-002340,Contents,10054.08,,
CLM-002340,Structural,11848.78,,
CLM-002340,Exterior/Siding,31524.49,,
CLM-002341,Exterior/Siding,139136.22,,
CLM-002341,Roof,266544.49,,
CLM-002342,Exterior/Siding,102286.65,,
CLM-002343,Exterior/Siding,22536.97,,
CLM-002344,Roof,4511.41,,
CLM-002344,Contents,5169.77,,
CLM-002344,Water Mitigation,10282.46,,
CLM-002345,Contents,9678.21,10694.06,2026-08-03
CLM-002345,Water Mitigation,31872.89,32801.12,2026-08-03
CLM-002346,Contents,97788.84,,
CLM-002347,Contents,26973.5,,
CLM-002348,Structural,19219.23,,
CLM-002349,Structural,31696.4,,
CLM-002350,Water Mitigation,6011.85,,
CLM-002350,Exterior/Siding,14830.79,,
CLM-002350,Roof,24192.46,,
CLM-002351,Water Mitigation,5527.71,,
CLM-002351,Roof,7532.66,,
CLM-002351,Contents,15303.54,,
CLM-002352,Roof,45605.25,,
CLM-002352,Water Mitigation,66104.83,,
CLM-002352,Structural,158340.72,,
CLM-002353,Exterior/Siding,65115.1,,
CLM-002353,Roof,138078.75,,
CLM-002354,Exterior/Siding,4655.32,,
CLM-002355,Structural,251759.98,,
CLM-002356,Water Mitigation,66421.28,,
CLM-002357,Structural,33505.22,,
CLM-002357,Roof,62754.27,,
CLM-002358,Exterior/Siding,27843.72,,
CLM-002358,Contents,47908.8,,
CLM-002359,Structural,4869.73,,
CLM-002359,Contents,8009.11,,
CLM-002359,Water Mitigation,14803.56,,
CLM-002360,Water Mitigation,76111.4,,
CLM-002361,Exterior/Siding,25566.37,,
CLM-002362,Roof,4322.75,,
CLM-002362,Contents,15433.33,,
CLM-002363,Structural,56047.19,,
CLM-002364,Roof,40446.24,,
CLM-002364,Water Mitigation,92951.33,,
CLM-002365,Contents,773980.56,,
CLM-002366,Contents,11425.89,,
CLM-002367,Contents,4823.55,,
CLM-002367,Roof,11581.6,,
CLM-002367,Structural,16268.91,,
CLM-002368,Exterior/Siding,4340.75,,
CLM-002368,Structural,11522.94,,
CLM-002369,Contents,9808.77,,
CLM-002369,Exterior/Siding,24029.64,,
CLM-002370,Exterior/Siding,51883.05,,
CLM-002371,Contents,8037.77,,
CLM-002371,Structural,14791.55,,
CLM-002372,Contents,24641.74,,
CLM-002373,Contents,7495.96,,
CLM-002373,Structural,22563.45,,
CLM-002374,Exterior/Siding,8492.88,8814.76,2026-08-11
CLM-002374,Roof,20105.43,20425.26,2026-08-11
CLM-002375,Water Mitigation,20458.45,,
CLM-002375,Structural,32603.29,,
CLM-002375,Contents,58859.1,,
CLM-002376,Water Mitigation,75153.33,,
CLM-002377,Structural,5041.59,,
CLM-002377,Water Mitigation,7687.25,,
CLM-002378,Roof,9166.89,,
CLM-002378,Exterior/Siding,21711.84,,
CLM-002379,Contents,12027.95,,
CLM-002380,Exterior/Siding,35987.68,,
CLM-002381,Contents,4853.4,,
CLM-002381,Water Mitigation,8014.98,,
CLM-002382,Roof,21032.51,,
CLM-002383,Roof,56958.57,,
CLM-002384,Contents,34381.3,,
CLM-002384,Exterior/Siding,42388.92,,
CLM-002384,Roof,123680.4,,
CLM-002385,Water Mitigation,105853.41,,
CLM-002386,Structural,480332.22,,
CLM-002386,Roof,902785.64,,
CLM-002387,Structural,42805.9,,
CLM-002387,Roof,153448.24,,
CLM-002388,Contents,329798.9,,
CLM-002388,Exterior/Siding,426363.9,,
CLM-002389,Exterior/Siding,7871.59,,
CLM-002389,Water Mitigation,15160.9,,
CLM-002390,Roof,25104.58,,
CLM-002391,Contents,137181.88,,
CLM-002392,Exterior/Siding,10001.29,,
CLM-002393,Exterior/Siding,6847.48,,
CLM-002393,Structural,13638.3,,
CLM-002394,Exterior/Siding,239894.48,,
CLM-002395,Water Mitigation,260213.41,,
CLM-002396,Contents,25278.85,,
CLM-002396,Exterior/Siding,47850.26,,
CLM-002397,Exterior/Siding,22747.36,,
CLM-002397,Structural,53017.71,,
CLM-002398,Roof,56259.12,,
CLM-002399,Contents,47820.36,,
CLM-002400,Water Mitigation,21032.94,,
CLM-002401,Exterior/Siding,38142.01,,
CLM-002401,Water Mitigation,87015.41,,
CLM-002402,Water Mitigation,44084.53,,
CLM-002402,Roof,48883.28,,
CLM-002402,Structural,149616.53,,
CLM-002403,Structural,12708.95,,
CLM-002404,Structural,59953.96,56265.44,2026-07-30
CLM-002405,Contents,237189.67,,
CLM-002406,Exterior/Siding,26636.52,,
CLM-002406,Structural,30938.46,,
CLM-002406,Roof,73624.26,,
CLM-002407,Structural,82868.97,,
CLM-002408,Structural,11584.2,,
CLM-002409,Contents,57870.78,,
CLM-002409,Structural,148637.62,,
CLM-002410,Water Mitigation,11383.62,,
CLM-002411,Water Mitigation,24913.33,28498.1,2026-07-24
CLM-002411,Contents,84653.49,84372.06,2026-07-24
CLM-002412,Contents,15502.3,,
CLM-002412,Roof,19412.86,,
CLM-002412,Structural,60256.65,,
CLM-002413,Roof,14297.14,,
CLM-002413,Water Mitigation,29691.93,,
CLM-002414,Contents,17831.74,,
CLM-002414,Exterior/Siding,25921.76,,
CLM-002414,Water Mitigation,43453.34,,
CLM-002415,Roof,3681.3,,
CLM-002415,Water Mitigation,5344.9,,
CLM-002415,Contents,11215.3,,
CLM-002416,Water Mitigation,145974.34,,
CLM-002417,Contents,15016.42,,
CLM-002417,Exterior/Siding,33800.15,,
CLM-002418,Roof,26678.62,23768.98,2026-08-07
CLM-002418,Exterior/Siding,41065.61,43135.37,2026-08-07
CLM-002418,Contents,61722.52,68885.44,2026-08-07
CLM-002419,Water Mitigation,16835.98,,
CLM-002419,Roof,22351.84,,
CLM-002420,Structural,19144.3,,
CLM-002420,Water Mitigation,27210.24,,
CLM-002421,Structural,15761.24,,
CLM-002421,Roof,42016.95,,
CLM-002422,Structural,45162.07,,
CLM-002423,Water Mitigation,24731.91,,
CLM-002423,Roof,47263.22,,
CLM-002424,Water Mitigation,49298.42,,
CLM-002425,Exterior/Siding,4845.74,,
CLM-002425,Structural,7413.27,,
CLM-002425,Roof,16262.18,,
CLM-002426,Roof,13215.2,,
CLM-002426,Exterior/Siding,28689.21,,
CLM-002427,Water Mitigation,26275.85,,
CLM-002427,Exterior/Siding,46351.1,,
CLM-002428,Water Mitigation,7327.63,,
CLM-002428,Contents,10518.69,,
CLM-002428,Roof,23665.52,,
CLM-002429,Exterior/Siding,129223.96,,
CLM-002430,Exterior/Siding,10529.15,,
CLM-002430,Structural,29561.97,,
CLM-002431,Structural,5453.97,,
CLM-002431,Contents,7434.31,,
CLM-002431,Roof,15920.74,,
CLM-002432,Exterior/Siding,2127.88,,
CLM-002432,Water Mitigation,2926.15,,
CLM-002432,Roof,5705.3,,
CLM-002433,Exterior/Siding,2468.46,,
CLM-002433,Water Mitigation,4399.77,,
CLM-002433,Structural,11703.76,,
CLM-002434,Water Mitigation,70987.59,,
CLM-002435,Exterior/Siding,39827.98,,
CLM-002435,Water Mitigation,123728.02,,
CLM-002436,Water Mitigation,4355.43,,
CLM-002437,Exterior/Siding,694232.6,,
CLM-002437,Contents,1355499.43,,
CLM-002438,Water Mitigation,39027.71,,
CLM-002439,Structural,37910.71,,
CLM-002440,Water Mitigation,35039.92,,
CLM-002441,Contents,58829.92,,
CLM-002442,Roof,5992.15,,
CLM-002443,Roof,17964.44,,
CLM-002443,Structural,29293.65,,
CLM-002443,Contents,35490.7,,
CLM-002444,Roof,35076.02,,
CLM-002444,Structural,58330.96,,
CLM-002445,Structural,11005.11,,
CLM-002446,Water Mitigation,123178.71,,
CLM-002447,Water Mitigation,13836.97,,
CLM-002447,Structural,24584.79,,
CLM-002447,Roof,47993.04,,
CLM-002448,Contents,10189.28,,
CLM-002448,Roof,23633.77,,
CLM-002449,Roof,77922.66,,
CLM-002450,Roof,4122.78,,
CLM-002450,Structural,13627.83,,
CLM-002451,Contents,4375.79,,
CLM-002452,Roof,9647.87,,
CLM-002452,Water Mitigation,22039.22,,
CLM-002452,Exterior/Siding,39043.45,,
CLM-002453,Contents,32093.38,,
CLM-002454,Exterior/Siding,74420.74,,
CLM-002454,Water Mitigation,89493.57,,
CLM-002454,Structural,177277.46,,
CLM-002455,Water Mitigation,6439.94,,
CLM-002455,Roof,13406.55,,
CLM-002456,Contents,73698.51,,
CLM-002456,Roof,171118.15,,
CLM-002457,Water Mitigation,271692.46,,
CLM-002458,Water Mitigation,10733.31,,
CLM-002459,Roof,20309.86,,
CLM-002460,Water Mitigation,9458.27,,
CLM-002460,Structural,14728.44,,
